,phrase,label,sentiment,subjectivity,language,count
Herbst-Statement,Herbst-Statement,LOC,0.0,0.0,de,1
Lübeck,Lübeck,LOC,-0.7,0.0,de,1
Luhansk.,Luhansk.,LOC,0.0,0.0,de,1
Manhattans,Manhattans,LOC,0.0,0.0,de,1
Montagmorgen ei…,Montagmorgen ei…,LOC,0.0,0.0,de,1
Wetter: Verkehrswarndienst der Polizei,Wetter: Verkehrswarndienst der Polizei,LOC,-0.7,0.0,de,1
Dresden.,Dresden.,LOC,0.0,1.0,de,1
Dresden.…,Dresden.…,LOC,0.0,1.0,de,1
Artillerieüberfälle,Artillerieüberfälle,LOC,0.7,0.0,de,1
Selenskyj,Selenskyj,LOC,0.7,0.0,de,1
Donbass,Donbass,LOC,0.0,0.0,de,1
Erfurt: Schnee,Erfurt: Schnee,LOC,0.0,0.0,de,1
Vereinigten Arabischen Emiraten.«,Vereinigten Arabischen Emiraten.«,LOC,0.0,0.0,de,1
Frostiges Wetter: Plötzlich,Frostiges Wetter: Plötzlich,LOC,0.0,0.0,de,1
Schottland:,Schottland:,LOC,0.0,0.0,de,1
Schottland,Schottland,LOC,-0.7,0.0,de,1
Winter-WM im Wüsten-Emirat,Winter-WM im Wüsten-Emirat,LOC,0.3333333333333333,0.0,de,1
Isolationszelle,Isolationszelle,LOC,1.0,0.0,de,1
Frierender Nawalny,Frierender Nawalny,LOC,0.0,0.0,de,1
Russen,Russen,LOC,0.0,0.0,de,1
Norddeutschlands,Norddeutschlands,LOC,0.0,0.0,de,1
Thüringen,Thüringen,LOC,-0.7,0.0,de,1
Penzberg,Penzberg,LOC,0.25,0.25,de,1
Baden-Württemberg.,Baden-Württemberg.,LOC,0.0,0.0,de,1
Wetter: Schnee und Regen,Wetter: Schnee und Regen,LOC,0.0,0.0,de,1
Schwedisch Lappland.,Schwedisch Lappland.,LOC,0.0,0.0,de,1
Aletschgletscher,Aletschgletscher,LOC,0.0,0.0,de,1
Kanton Wallis,Kanton Wallis,LOC,0.0,0.0,de,1
Neuschnee.,Neuschnee.,LOC,0.0,0.0,de,1
Antarktis: Großer Fluss,Antarktis: Großer Fluss,LOC,0.7,0.0,de,1
kilometerdickem Eis,kilometerdickem Eis,LOC,0.7,0.0,de,1
Meeresspiegels,Meeresspiegels,LOC,0.7,0.0,de,1
Greiz: Schnee,Greiz: Schnee,LOC,0.0,0.0,de,1
A9,A9,LOC,0.0,0.0,de,1
Schleudern.,Schleudern.,LOC,0.0,0.0,de,1
Blackouts,Blackouts,LOC,-0.7,0.0,de,1
Köpenick,Köpenick,LOC,-1.0,0.0,de,1
Sachsen.,Sachsen.,LOC,0.0,0.0,de,1
Wetter: Schnee in Teilen,Wetter: Schnee in Teilen,LOC,0.0,0.0,de,1
Bayerns,Bayerns,LOC,0.0,0.0,de,1
Bayern.,Bayern.,LOC,0.0,0.0,de,1
Bundesamt,Bundesamt,LOC,-0.7,0.0,de,1
Glätte d…,Glätte d…,LOC,0.0,0.0,de,1
Glättegefahr,Glättegefahr,LOC,0.0,0.0,de,1
Nieser,Nieser,LOC,-1.0,0.0,de,1
Kiewer,Kiewer,LOC,0.0,1.0,de,1
Hokkaido-Shinkansen,Hokkaido-Shinkansen,LOC,-0.7,0.0,de,1
Seikan-Tunnel.,Seikan-Tunnel.,LOC,-0.7,0.0,de,1
Rängen.,Rängen.,LOC,0.0,0.0,de,1
Mittwochabend.,Mittwochabend.,LOC,0.0,0.0,de,1
Wärmestuben,Wärmestuben,LOC,0.0,0.0,de,1
Minusgraden,Minusgraden,LOC,0.0,0.0,de,1
Platz der Unabhängigk…,Platz der Unabhängigk…,LOC,0.0,0.0,de,1
Rumänien,Rumänien,LOC,0.0,0.0,de,1
Kühle,Kühle,LOC,-0.7,0.0,de,1
Schleswig-Holstein.,Schleswig-Holstein.,LOC,0.0,0.0,de,1
LNG-Spezialschiff: Schwimmendes Terminal Neptune,LNG-Spezialschiff: Schwimmendes Terminal Neptune,LOC,0.0,0.0,de,1
Spezialschiff,Spezialschiff,LOC,0.0,0.0,de,1
Brüssel/Berlin,Brüssel/Berlin,LOC,0.7,0.0,de,1
Winterwelle.,Winterwelle.,LOC,-1.0,0.0,de,1
Gütsel,Gütsel,LOC,-0.7,0.0,de,1
Tagesspiegel-Newsletter Checkpoint,Tagesspiegel-Newsletter Checkpoint,LOC,0.0,1.0,de,1
Donnerstag:,Donnerstag:,LOC,0.0,0.0,de,1
Wintermodus,Wintermodus,LOC,0.5,0.5,de,1
Zug-Anreise,Zug-Anreise,LOC,-0.7,0.0,de,1
"Sapporo, der Hauptstadt","Sapporo, der Hauptstadt",LOC,0.0,0.0,de,1
Hokkaido.,Hokkaido.,LOC,0.0,0.0,de,1
gemütliche Zeit zum Basteln und Werkeln.,gemütliche Zeit zum Basteln und Werkeln.,LOC,1.0,0.0,de,1
Gas-Abfackeln,Gas-Abfackeln,LOC,0.0,0.0,de,1
Fakten-Check: Bekommt,Fakten-Check: Bekommt,LOC,0.0,0.0,de,1
Lupe.,Lupe.,LOC,0.0,0.0,de,1
Tschechien,Tschechien,LOC,0.0,0.0,de,1
Wetter: Mildere Temperaturen,Wetter: Mildere Temperaturen,LOC,0.0,0.0,de,1
Kräftiger Regen von,Kräftiger Regen von,LOC,0.0,0.0,de,1
Sturmböen,Sturmböen,LOC,0.0,0.0,de,1
Schaden,Schaden,LOC,0.0,0.0,de,1
Wagon-Leck: Gas,Wagon-Leck: Gas,LOC,0.0,0.0,de,1
Hauptbahnhof Aschaffenburg,Hauptbahnhof Aschaffenburg,LOC,0.0,0.0,de,1
Zillertaler Alpen,Zillertaler Alpen,LOC,0.0,0.0,de,1
Brandberger Kolmhaus,Brandberger Kolmhaus,LOC,0.0,0.0,de,1
Hohen Tauern,Hohen Tauern,LOC,0.0,0.0,de,1
Nordpol,Nordpol,LOC,0.0,0.0,de,1
Vättis,Vättis,LOC,0.0,0.0,de,1
Kanton St. Gallen,Kanton St. Gallen,LOC,0.0,0.0,de,1
Kiews,Kiews,LOC,0.7,0.0,de,1
Schnee.,Schnee.,LOC,0.0,0.0,de,1
Eisweinlese,Eisweinlese,LOC,0.0,0.0,de,1
Bodden,Bodden,LOC,-0.7,0.0,de,1
Ostseeküste,Ostseeküste,LOC,-0.85,0.0,de,1
Eckpunkten,Eckpunkten,LOC,0.0,0.0,de,1
Gazprom-Tochter:,Gazprom-Tochter:,LOC,0.0,0.0,de,1
Länderkammer,Länderkammer,LOC,0.0,0.0,de,1
B…,B…,LOC,0.0,0.0,de,1
Geizen,Geizen,LOC,0.0,0.0,de,1
Neusiedler Sees,Neusiedler Sees,LOC,-0.7,0.0,de,1
Neusiedler See,Neusiedler See,LOC,0.0,0.0,de,1
Schlagzeilen,Schlagzeilen,LOC,0.0,0.0,de,1
Gaspreisentwicklung,Gaspreisentwicklung,LOC,0.0,0.0,de,1
Nordend,Nordend,LOC,0.0,0.0,de,1
St. Augustin.,St. Augustin.,LOC,0.0,0.0,de,1
Kaminöfen,Kaminöfen,LOC,0.7,0.0,de,1
Jahresverbrauchs,Jahresverbrauchs,LOC,0.0,1.0,de,1
Einsparungen.,Einsparungen.,LOC,0.0,0.0,de,1
Hbtwfstpshfs Hbt…,Hbtwfstpshfs Hbt…,LOC,0.0,0.0,de,1
Ukraine: Deutschlands,Ukraine: Deutschlands,LOC,0.0,0.0,de,1
Energiepreise:,Energiepreise:,LOC,0.0,0.0,de,1
Strompreisbremse:,Strompreisbremse:,LOC,0.7,0.0,de,1
Maximalpositionen,Maximalpositionen,LOC,0.0,0.0,de,1
Russlands Atom-Drohungen,Russlands Atom-Drohungen,LOC,-1.0,0.0,de,1
Marokko,Marokko,LOC,0.0,0.0,de,1
Chile,Chile,LOC,0.0,0.0,de,1
Bosau,Bosau,LOC,0.0,0.0,de,1
Isar,Isar,LOC,0.0,0.0,de,1
Neckarwestheim 2,Neckarwestheim 2,LOC,0.0,0.0,de,1
Emsland,Emsland,LOC,0.0,0.0,de,1
Gaskrise.,Gaskrise.,LOC,0.0,0.0,de,1
Kanada,Kanada,LOC,0.85,0.0,de,1
Lubmin:,Lubmin:,LOC,0.0,0.0,de,1
Gas-Dorf,Gas-Dorf,LOC,0.0,0.0,de,1
Usedom,Usedom,LOC,-0.25,0.0,de,1
Transnistrien,Transnistrien,LOC,0.0,0.0,de,1
Nedis,Nedis,LOC,0.0,0.0,de,1
Dänemark: Energieunabhängig,Dänemark: Energieunabhängig,LOC,0.0,0.0,de,1
Singapur,Singapur,LOC,0.0,0.0,de,1
Indonesien,Indonesien,LOC,0.0,0.0,de,1
Indonesiens,Indonesiens,LOC,0.0,0.0,de,1
Europa-Park,Europa-Park,LOC,0.0,0.0,de,1
di…,di…,LOC,-1.0,0.0,de,1
Frankfurter Paar,Frankfurter Paar,LOC,0.0,0.0,de,1
Reihenhaus,Reihenhaus,LOC,0.0,0.0,de,1
Wackerbarth,Wackerbarth,LOC,0.0,0.0,de,1
Wetter: Frost und Schnee,Wetter: Frost und Schnee,LOC,0.0,0.0,de,1
Waldviertel.,Waldviertel.,LOC,1.0,0.0,de,1
Telefon-Aktion,Telefon-Aktion,LOC,0.7,0.0,de,1
Deutsches Ledermuseum: Liebespfand,Deutsches Ledermuseum: Liebespfand,LOC,0.0,0.0,de,1
Offenbach,Offenbach,LOC,0.0,0.0,de,1
Ostsee: Staatsanwalt,Ostsee: Staatsanwalt,LOC,0.7,0.0,de,1
Leitungen.,Leitungen.,LOC,0.0,0.0,de,1
Stockholm.,Stockholm.,LOC,0.0,0.0,de,1
Wetter: Erster,Wetter: Erster,LOC,0.0,0.0,de,1
Thüringen.,Thüringen.,LOC,0.0,0.0,de,1
Burgenlandkreis: Wohnhäuser,Burgenlandkreis: Wohnhäuser,LOC,0.0,0.0,de,1
"Fürstenfeldbruck: ""Ganzjahresreifen","Fürstenfeldbruck: ""Ganzjahresreifen",LOC,0.0,0.0,de,1
Münsterland,Münsterland,LOC,0.0,0.0,de,1
RP,RP,LOC,0.0,0.0,de,1
Münsterland  RP,Münsterland  RP,LOC,-0.7,0.0,de,1
"NRW  zeit.de
</li><li>","NRW  zeit.de
</li><li>",LOC,-0.7,0.0,de,1
OWL:,OWL:,LOC,-0.7,0.0,de,1
Kreis Göppingen:,Kreis Göppingen:,LOC,0.0,0.0,de,1
epel tel,epel tel,LOC,0.0,0.0,de,1
Niederösterreich,Niederösterreich,LOC,1.0,0.0,de,1
Nordirland,Nordirland,LOC,0.85,0.0,de,1
ABG,ABG,LOC,-0.7,0.0,de,1
Niedriglohnkommission,Niedriglohnkommission,LOC,0.0,0.0,de,1
Gas-Havarie,Gas-Havarie,LOC,0.0,0.0,de,1
K1,K1,LOC,0.0,0.0,de,1
Spot-Preise,Spot-Preise,LOC,0.0,0.0,de,1
Den Haag [Online-Abo].,Den Haag [Online-Abo].,LOC,0.0,0.0,de,1
Energiefalle.,Energiefalle.,LOC,0.0,0.0,de,1
Gdansk,Gdansk,LOC,0.0,0.0,de,1
Schwedt,Schwedt,LOC,0.0,0.0,de,1
polnische Regierung,polnische Regierung,LOC,0.0,0.0,de,1
Eisbahn,Eisbahn,LOC,0.0,0.0,de,1
Kölns,Kölns,LOC,0.0,0.0,de,1
Köln,Köln,LOC,0.0,0.0,de,1
Garten,Garten,LOC,0.6999999999999998,0.0,de,1
Hallenbädern,Hallenbädern,LOC,0.0,0.0,de,1
Wettervorhersage: Schnee im Harz,Wettervorhersage: Schnee im Harz,LOC,0.0,0.0,de,1
Sachsen-Anhalts,Sachsen-Anhalts,LOC,0.0,0.0,de,1
Winterliche,Winterliche,LOC,0.0,0.0,de,1
Topverdienern,Topverdienern,LOC,0.0,1.0,de,1
Eislaufplätzen,Eislaufplätzen,LOC,0.0,0.0,de,1
Wasserboiler,Wasserboiler,LOC,0.0,0.0,de,1
Nordamerika,Nordamerika,LOC,0.7,0.0,de,1
Gesamtenergieverbrauchs,Gesamtenergieverbrauchs,LOC,0.0,0.0,de,1
Gas-Kommission,Gas-Kommission,LOC,0.7,0.0,de,1
Knappe,Knappe,LOC,0.0,0.0,de,1
Corona,Corona,LOC,0.0,1.0,de,1
Türschlitze,Türschlitze,LOC,-0.7,0.0,de,1
Gasmarkt,Gasmarkt,LOC,0.7,0.0,de,1
peuu ple pnOoteu,peuu ple pnOoteu,LOC,0.0,0.0,de,1
Ostsee.</li><li>,Ostsee.</li><li>,LOC,-0.15000000000000002,0.0,de,1
Wien.,Wien.,LOC,0.0,0.0,de,1
Russland +++,Russland +++,LOC,0.7,0.0,de,1
Sefe-Tochter,Sefe-Tochter,LOC,0.7,0.0,de,1
WIEH,WIEH,LOC,0.7,0.0,de,1
Gas-SpeicherIm,Gas-SpeicherIm,LOC,0.0,0.0,de,1
Lieferausfälle,Lieferausfälle,LOC,0.0,0.0,de,1
Gaspreisbremse um?4.,Gaspreisbremse um?4.,LOC,0.0,0.0,de,1
Naher,Naher,LOC,1.0,0.0,de,1
Israel,Israel,LOC,1.0,0.0,de,1
"Berlin, der Vorsch…","Berlin, der Vorsch…",LOC,0.0,0.0,de,1
Wollpullis,Wollpullis,LOC,0.0,0.0,de,1
Thermowäsche,Thermowäsche,LOC,0.0,0.0,de,1
Montag.,Montag.,LOC,0.0,0.0,de,1
Landtag,Landtag,LOC,0.0,0.0,de,1
Grimsel,Grimsel,LOC,0.7,0.0,de,1
Stadt blic…,Stadt blic…,LOC,0.0,0.0,de,1
Preiserhöhungswelle,Preiserhöhungswelle,LOC,0.0,0.0,de,1
Putin,Putin,LOC,0.7,0.0,de,1
Sankt Petersburg,Sankt Petersburg,LOC,0.7,0.0,de,1
Sankt Petersburg3.,Sankt Petersburg3.,LOC,0.0,0.0,de,1
Gasmann,Gasmann,LOC,0.0,0.0,de,1
Italiener,Italiener,LOC,0.0,0.0,de,1
Nordseeküste,Nordseeküste,LOC,0.0,0.0,de,1
Mailand,Mailand,LOC,0.0,0.0,de,1
Corona-Krise,Corona-Krise,LOC,0.0,1.0,de,1
"BKW, Roger Baillod.","BKW, Roger Baillod.",LOC,0.0,0.0,de,1
Krisenwinter,Krisenwinter,LOC,0.0,0.0,de,1
Nehammer,Nehammer,LOC,-0.7,0.0,de,1
Gaskrise: Wie MÃ¼nchens,Gaskrise: Wie MÃ¼nchens,LOC,0.0,0.0,de,1
AnschlÃ¼ssen,AnschlÃ¼ssen,LOC,0.0,0.0,de,1
Land Steiermark,Land Steiermark,LOC,-0.7,0.0,de,1
Klimawende,Klimawende,LOC,1.0,0.0,de,1
Abwehrschirm,Abwehrschirm,LOC,0.7,0.0,de,1
Gemeinde Wustermark,Gemeinde Wustermark,LOC,0.0,0.0,de,1
Badherstellers Duravit,Badherstellers Duravit,LOC,0.7,0.0,de,1
Profianleger,Profianleger,LOC,0.0,1.0,de,1
Ruhestatus,Ruhestatus,LOC,0.0,0.0,de,1
UK,UK,LOC,0.0,0.0,de,1
Freytags-Frage: Was,Freytags-Frage: Was,LOC,0.0,0.0,de,1
Nowji Oskol,Nowji Oskol,LOC,0.0,0.0,de,1
Belgorod,Belgorod,LOC,0.0,0.0,de,1
|,|,LOC,0.0,0.0,de,1
Nord Stream-Leitungen,Nord Stream-Leitungen,LOC,0.0,0.0,de,1
Überflügen,Überflügen,LOC,0.0,0.0,de,1
Landesgebäude,Landesgebäude,LOC,-0.7,0.0,de,1
Gaspreis-Kommission,Gaspreis-Kommission,LOC,0.0,0.0,de,1
Energiehilfen: Bovenschulte: Deckel,Energiehilfen: Bovenschulte: Deckel,LOC,0.0,0.0,de,1
preußischen Schlössern.,preußischen Schlössern.,LOC,1.0,0.0,de,1
"Sozialproteste: ""Genug","Sozialproteste: ""Genug",LOC,0.7,0.0,de,1
Frankfurt/Main,Frankfurt/Main,LOC,0.0,0.0,de,1
Australien,Australien,LOC,0.7,0.0,de,1
Notfällen,Notfällen,LOC,0.0,0.0,de,1
Paniksommer 2022,Paniksommer 2022,LOC,0.0,0.0,de,1
pluheupe,pluheupe,LOC,0.0,0.0,de,1
Znu lpl ep,Znu lpl ep,LOC,0.0,0.0,de,1
eu,eu,LOC,0.0,0.0,de,1
Gas-Alternativen,Gas-Alternativen,LOC,0.0,0.0,de,1
Lissabon,Lissabon,LOC,1.0,0.0,de,1
Schönefeld,Schönefeld,LOC,0.0,0.0,de,1
"BER
","BER
",LOC,0.0,0.0,de,1
Statistisches Bundesamt: Inflationsrate,Statistisches Bundesamt: Inflationsrate,LOC,0.0,0.0,de,1
Regionalversorger:,Regionalversorger:,LOC,0.0,1.0,de,1
Leck an Druschba-Pipeline,Leck an Druschba-Pipeline,LOC,0.0,0.0,de,1
Tödliche Gefahr: Holzöfen,Tödliche Gefahr: Holzöfen,LOC,0.0,0.0,de,1
Sankt Augustin,Sankt Augustin,LOC,0.0,0.0,de,1
Skandal-Satz,Skandal-Satz,LOC,0.0,0.0,de,1
Gas-Erpress,Gas-Erpress,LOC,0.0,0.0,de,1
Ludwigshafen.,Ludwigshafen.,LOC,0.0,0.0,de,1
Statistische Bundesamt am Donnerstag,Statistische Bundesamt am Donnerstag,LOC,0.7,0.0,de,1
Neun-Euro-Ticket,Neun-Euro-Ticket,LOC,0.0,1.0,de,1
Frankfurt.,Frankfurt.,LOC,0.0,0.0,de,1
Saarland,Saarland,LOC,0.0,0.0,de,1
Strom,Strom,LOC,0.0,0.0,de,1
Österreich.,Österreich.,LOC,0.0,0.0,de,1
Gasumlage,Gasumlage,LOC,-0.7,0.0,de,1
Kasachstan: Putin,Kasachstan: Putin,LOC,0.0,0.0,de,1
Israel?,Israel?,LOC,0.0,0.0,de,1
Mittelplate?,Mittelplate?,LOC,1.0,0.0,de,1
Bundesnetzagentur.,Bundesnetzagentur.,LOC,0.0,0.0,de,1
Bremse.,Bremse.,LOC,0.0,0.0,de,1
Ostsee-Pipeline,Ostsee-Pipeline,LOC,0.0,0.0,de,1
Iange,Iange,LOC,-0.5,0.5,de,1
Nord Stream: Werden,Nord Stream: Werden,LOC,0.0,0.0,de,1
Portowaja,Portowaja,LOC,0.0,0.0,de,1
Betriebstemper nan,Betriebstemper nan,LOC,0.0,0.0,de,1
Haus  warm,Haus  warm,LOC,0.0,0.0,de-DE,1
Fracking-Verbot,Fracking-Verbot,LOC,0.0,0.0,de,1
Paris/Wien,Paris/Wien,LOC,1.0,0.0,de,1
Hohe Energiepreise: Die Gasumlage,Hohe Energiepreise: Die Gasumlage,LOC,0.0,0.0,de,1
Nord Stream“-Pipelines.,Nord Stream“-Pipelines.,LOC,0.0,0.0,de,1
leckgeschlagen,leckgeschlagen,LOC,-0.7,0.0,de,1
Nord Stream 1-Pipeline h…,Nord Stream 1-Pipeline h…,LOC,0.0,0.0,de,1
Nord Stream-Pipelines: Bundesregierung,Nord Stream-Pipelines: Bundesregierung,LOC,0.0,0.0,de,1
F.A.Z.-Informationen,F.A.Z.-Informationen,LOC,-1.0,0.0,de,1
Schwerin,Schwerin,LOC,0.0,0.0,,1
Finnland,Finnland,LOC,1.0,0.0,de,1
Sch…,Sch…,LOC,1.0,0.0,de,1
Baltic Pipe,Baltic Pipe,LOC,0.0,0.0,de,1
Polen.,Polen.,LOC,0.0,0.0,de,1
Polens,Polens,LOC,0.7,0.0,de,1
Gas-Pipelines,Gas-Pipelines,LOC,0.0,0.0,de,1
Nord Stream: Preissprung am,Nord Stream: Preissprung am,LOC,0.0,0.0,de,1
Wellness-Einrichtungen,Wellness-Einrichtungen,LOC,0.0,0.0,de,1
Nord Stream 1,Nord Stream 1,LOC,0.0,0.0,de,1
deutschen Bahnnetzes,deutschen Bahnnetzes,LOC,-0.7,0.0,de-DE,1
Systemkonkurrenten China.,Systemkonkurrenten China.,LOC,-1.0,0.0,de,1
Zentral,Zentral,LOC,0.0,0.0,de-DE,1
Doha,Doha,LOC,0.7,0.0,de,1
Stoppt Russland,Stoppt Russland,LOC,0.0,1.0,de,1
24.06.2022 - München,24.06.2022 - München,LOC,0.0,0.0,de,1
Pipelinekapazitäten,Pipelinekapazitäten,LOC,0.0,0.0,de,1
regierungsamtlich,regierungsamtlich,LOC,0.0,0.0,de,1
Texas,Texas,LOC,0.7,0.0,de,1
Gas-Engpass,Gas-Engpass,LOC,0.0,0.0,de,1
Gaskrise: Nürnberg,Gaskrise: Nürnberg,LOC,-0.7,0.0,de,1
Energieversorgers Süwag,Energieversorgers Süwag,LOC,0.0,0.0,de,1
Hallenbäder,Hallenbäder,LOC,-0.7,0.0,de,1
Pipeline-Erdgas,Pipeline-Erdgas,LOC,0.0,0.0,de,1
Rhein-Main,Rhein-Main,LOC,0.0,0.0,de,1
Gaskrise: Temperatur,Gaskrise: Temperatur,LOC,0.0,0.0,de,1
Brennholz,Brennholz,LOC,0.0,0.0,de,1
Dax,Dax,LOC,0.0,0.0,de,1
Gaskrise: Taunusstein,Gaskrise: Taunusstein,LOC,0.0,0.0,de,1
Taunus,Taunus,LOC,0.0,0.0,de,1
Erdgasmarkt,Erdgasmarkt,LOC,0.0,0.0,de,1
Stavanger Foto: Nerijus Adomaitis/reu…,Stavanger Foto: Nerijus Adomaitis/reu…,LOC,0.0,0.0,de,1
Sabotage-Verdacht,Sabotage-Verdacht,LOC,0.0,0.0,de,1
Otto-Konzern,Otto-Konzern,LOC,0.0,0.0,de,1
Tagelang,Tagelang,LOC,0.0,0.0,de,1
Ampelregierung,Ampelregierung,LOC,0.0,0.0,de,1
schwedische Küstenwache,schwedische Küstenwache,LOC,0.0,1.0,de,1
Stuttgart.,Stuttgart.,LOC,0.0,0.0,de,1
Schwedische Küstenwache,Schwedische Küstenwache,LOC,0.0,0.0,de,1
Nord Stream: Pipeline-Lecks,Nord Stream: Pipeline-Lecks,LOC,0.0,0.0,de,1
Pipeline-Lecks,Pipeline-Lecks,LOC,0.0,1.0,de,1
Westliche Staaten,Westliche Staaten,LOC,0.0,0.0,de,1
Truppenübungsplatz +,Truppenübungsplatz +,LOC,-1.0,0.0,de,1
Ukraine-Krieges,Ukraine-Krieges,LOC,0.0,0.0,de,1
Niederlanden,Niederlanden,LOC,0.0,0.0,de,1
Nord Stream-Gaspipelines,Nord Stream-Gaspipelines,LOC,0.0,0.0,de,1
Krankenhaus?,Krankenhaus?,LOC,0.0,0.0,de,1
Blueeul,Blueeul,LOC,0.0,0.0,de,1
Bund-Länder-Treffen  Leipziger,Bund-Länder-Treffen  Leipziger,LOC,-0.15000000000000002,0.0,de,1
Pipeline-Chaos,Pipeline-Chaos,LOC,0.0,0.0,de,1
Strickkleidern bist du für den Herbst,Strickkleidern bist du für den Herbst,LOC,0.0,0.0,de,1
Weimar.,Weimar.,LOC,0.0,0.0,de,1
Heizungscheck,Heizungscheck,LOC,0.0,0.0,de,1
Pipeline-Druck,Pipeline-Druck,LOC,0.0,1.0,de,1
nan Italien,nan Italien,LOC,0.7,0.0,de,1
"Italien: Haben genug Gas, Problem","Italien: Haben genug Gas, Problem",LOC,0.7,0.0,de,1
Radebeul,Radebeul,LOC,0.0,0.0,de,1
Leverkusener,Leverkusener,LOC,0.0,0.0,de,1
Salzwasser,Salzwasser,LOC,0.0,0.0,de,1
Doppel-Wumms,Doppel-Wumms,LOC,0.0,0.0,de,1
Tisch.,Tisch.,LOC,0.0,0.0,de,1
Nord-Stream-Pipelines: Was über die Gaslecks,Nord-Stream-Pipelines: Was über die Gaslecks,LOC,0.7,0.0,de,1
Nord Stream Pipelines,Nord Stream Pipelines,LOC,0.0,0.0,de,1
Expresstempo,Expresstempo,LOC,0.0,0.0,de,1
Drohnensichtungen,Drohnensichtungen,LOC,0.0,0.0,de,1
Bistum Mainz,Bistum Mainz,LOC,0.0,0.0,de,1
Küste Bornholms.,Küste Bornholms.,LOC,0.0,1.0,de,1
Bistums Mainz,Bistums Mainz,LOC,0.0,0.0,de,1
Bistum Fulda,Bistum Fulda,LOC,0.0,0.0,de,1
Gasleck,Gasleck,LOC,0.0,0.0,de-DE,1
Strommarkt,Strommarkt,LOC,0.0,0.0,de,1
Landes,Landes,LOC,0.7,0.0,de,1
Lieferant,Lieferant,LOC,0.0,0.0,de,1
Nord-Stream-Pipelines: Dänische,Nord-Stream-Pipelines: Dänische,LOC,0.0,0.0,de,1
Nord Stream: Was die Gaslecks,Nord Stream: Was die Gaslecks,LOC,0.0,0.0,de,1
Spandauer,Spandauer,LOC,0.0,0.0,de,1
Lichtenstein,Lichtenstein,LOC,0.0,0.0,de,1
Mecklenburg-Vorp…,Mecklenburg-Vorp…,LOC,0.0,0.0,de,1
Chi…,Chi…,LOC,0.0,0.0,de,1
Kasachstan.,Kasachstan.,LOC,0.0,0.0,de,1
Kasachstan,Kasachstan,LOC,0.0,0.0,de,1
Gasbedarfs,Gasbedarfs,LOC,0.0,0.0,de,1
Deutschland?,Deutschland?,LOC,0.0,0.0,de,1
Moskaus,Moskaus,LOC,0.0,0.0,de,1
l.),l.),LOC,0.0,0.0,de,1
Weltcup-Winter,Weltcup-Winter,LOC,0.0,0.0,de,1
Meeres,Meeres,LOC,0.0,0.8,de,1
NOAA,NOAA,LOC,0.0,0.0,de,1
deutschen Küste,deutschen Küste,LOC,0.0,0.0,de,1
Aldi,Aldi,LOC,0.0,0.0,de,1
DFB-Boss Neuendorf,DFB-Boss Neuendorf,LOC,0.0,0.0,de,1
Britische Regierung,Britische Regierung,LOC,0.0,0.0,de,1
Montana:,Montana:,LOC,0.0,0.0,de,1
Rocky Mountains,Rocky Mountains,LOC,-1.0,0.0,de,1
Millionen,Millionen,LOC,-1.0,0.0,de,1
Entlastungspaket,Entlastungspaket,LOC,0.7,0.0,de,1
Energiepreisbremse: Robert Habeck,Energiepreisbremse: Robert Habeck,LOC,0.0,0.0,de,1
Energiepreisbremse,Energiepreisbremse,LOC,0.0,0.0,de,1
Seeheimer Kreis,Seeheimer Kreis,LOC,0.0,0.0,de,1
Gas-Fracking,Gas-Fracking,LOC,0.0,0.0,de,1
Flüssiggas-Tanks,Flüssiggas-Tanks,LOC,1.0,0.0,de,1
Bezirk Mistelbach,Bezirk Mistelbach,LOC,0.0,0.0,de,1
Berlin/Oberpframmern.,Berlin/Oberpframmern.,LOC,0.0,0.0,de,1
AktivitÃ¤t,AktivitÃ¤t,LOC,0.85,0.0,de,1
Sanieren,Sanieren,LOC,0.0,0.0,de,1
Stromlücke,Stromlücke,LOC,0.0,0.0,de,1
Bergen,Bergen,LOC,0.7,0.0,de,1
Kältetelefon,Kältetelefon,LOC,0.0,0.0,de,1
Kärntens,Kärntens,LOC,1.0,0.0,de,1
Laa an der Thaya,Laa an der Thaya,LOC,0.0,0.0,de,1
Eisenstädter,Eisenstädter,LOC,0.5,0.5,de,1
Golfstaat,Golfstaat,LOC,0.0,0.0,de,1
österreichische Regierung,österreichische Regierung,LOC,0.0,0.0,de,1
Wetter: „La Niña“,Wetter: „La Niña“,LOC,0.0,0.0,de,1
Hitze-Herbst,Hitze-Herbst,LOC,0.0,0.0,de,1
Magdeburg,Magdeburg,LOC,0.0,0.0,de,1
Prien,Prien,LOC,0.0,1.0,de,1
Pisa,Pisa,LOC,0.0,1.0,de,1
Preisbremsen,Preisbremsen,LOC,0.0,0.0,de,1
Vereinigten Arabischen Emirate,Vereinigten Arabischen Emirate,LOC,0.0,0.0,de,1
Wirtschaftsminister,Wirtschaftsminister,LOC,0.0,0.0,de,1
LNG-Terminal: Stade,LNG-Terminal: Stade,LOC,0.0,0.0,de,1
See,See,LOC,0.0,1.0,de,1
Standorterhalt,Standorterhalt,LOC,0.0,0.0,de,1
Branchenverband,Branchenverband,LOC,-0.7,0.0,de,1
IW,IW,LOC,0.7,0.0,de,1
Energiespar-Ikone,Energiespar-Ikone,LOC,1.0,0.0,de,1
Chisinau,Chisinau,LOC,-1.0,0.0,de,1
Chisi…,Chisi…,LOC,0.0,0.0,de,1
