,phrase,label,sentiment,subjectivity,language,count
britische,britische,MISC,,,de,6
deutscher,deutscher,MISC,,,de,6
russischen Angriffskrieges,russischen Angriffskrieges,MISC,,,de,6
Hamburger,Hamburger,MISC,,,de-DE,6
Krieges,Krieges,MISC,,,de,6
Viren,Viren,MISC,,,de,5
Aldi,Aldi,MISC,2.4,1.0,de,5
schwedischen,schwedischen,MISC,,,de,5
Ukraine-Krieg,Ukraine-Krieg,MISC,-0.07500000000000001,0.0,de,5
UN-Klimakonferenz,UN-Klimakonferenz,MISC,,,de,5
Pandemie,Pandemie,MISC,,,de,5
niederländisches,niederländisches,MISC,,,de,5
Wärmestuben,Wärmestuben,MISC,-1.4,0.0,de,5
Krieg,Krieg,MISC,,,de,5
LNG-Terminals,LNG-Terminals,MISC,,,de,5
Gazprom-Tochter.,Gazprom-Tochter.,MISC,,,de,5
Wochenmitte,Wochenmitte,MISC,,,de,5
Gaspipelines Nord Stream 1,Gaspipelines Nord Stream 1,MISC,,,de,5
Weihnachtszeit,Weihnachtszeit,MISC,,,de,5
Kriegsbeginn,Kriegsbeginn,MISC,,,de,5
Tages,Tages,MISC,,,de,4
sächsische,sächsische,MISC,,,de,4
Ostsee-Gaspipelines Nord Stream 1,Ostsee-Gaspipelines Nord Stream 1,MISC,,,de,4
Werbeerlösen,Werbeerlösen,MISC,,,de,4
Winters.,Winters.,MISC,,,de,4
Nacht.,Nacht.,MISC,,,de,4
Homeoffice,Homeoffice,MISC,,,de,4
E-Rezept,E-Rezept,MISC,,,de,4
Winter?,Winter?,MISC,1.2,0.0,de,4
Homeoffice.,Homeoffice.,MISC,,,de,4
norwegische,norwegische,MISC,,,de,4
BILD,BILD,MISC,,,de,4
GTT,GTT,MISC,-0.7,0.0,de,4
Weihnachtsmarkt-Besuch,Weihnachtsmarkt-Besuch,MISC,,,de,4
wohlig-warmes,wohlig-warmes,MISC,,,de,4
TTF,TTF,MISC,,,de,4
Wetter: Winter,Wetter: Winter,MISC,,,de,3
LNG-Schiffe,LNG-Schiffe,MISC,,,de,3
Euro,Euro,MISC,,,de,3
Wetter: Nächste Woche,Wetter: Nächste Woche,MISC,,,de,3
Wetterlage im Ticker,Wetterlage im Ticker,MISC,,,de,3
Strompreis,Strompreis,MISC,,,de,3
Ampel-Koalition,Ampel-Koalition,MISC,,,de,3
Fukushima-Unglück,Fukushima-Unglück,MISC,,,de,3
französischen,französischen,MISC,,,de,3
DAX,DAX,MISC,,,de,3
österreichische,österreichische,MISC,,,de,3
schwedische,schwedische,MISC,,,de,3
"Homeoffice boomte,","Homeoffice boomte,",MISC,,,de,3
Russland-Ukraine-Krieg: Das,Russland-Ukraine-Krieg: Das,MISC,,,de,3
News,News,MISC,,,de,3
rot-grün-rote Senat,rot-grün-rote Senat,MISC,,,de,3
Ukrainischer,Ukrainischer,MISC,,,de,3
De'Longhi,De'Longhi,MISC,,,de,3
Gaspreisdeckel.,Gaspreisdeckel.,MISC,-1.4,0.0,de,3
Ukraine-Kriegs.,Ukraine-Kriegs.,MISC,,,de,3
Berliner Senat,Berliner Senat,MISC,,,de,3
Schweizer,Schweizer,MISC,,,de,3
Corona-Krise,Corona-Krise,MISC,0.0,2.0,de,3
Eis,Eis,MISC,,,de,3
nächsten Jahr,nächsten Jahr,MISC,,,de,3
Baltic Pipe,Baltic Pipe,MISC,0.0,2.0,de,3
Angriffskriegs,Angriffskriegs,MISC,,,de,3
Kölner,Kölner,MISC,,,de,3
österreichischen,österreichischen,MISC,,,de,3
europäischen Gasspeicherverbandes,europäischen Gasspeicherverbandes,MISC,,,de,3
OMV-Chef,OMV-Chef,MISC,,,de,3
Gassparen,Gassparen,MISC,,,de,3
SPIEGEL-Informationen,SPIEGEL-Informationen,MISC,,,de,3
niederländische,niederländische,MISC,,,de,3
russischen Armee,russischen Armee,MISC,,,de,3
TTF-Kontrakt,TTF-Kontrakt,MISC,,,de,3
AbhÃ¤ngigkeit,AbhÃ¤ngigkeit,MISC,,,de,3
russischen Angriffskrieg,russischen Angriffskrieg,MISC,,,de,3
Ostsee-Pipelines,Ostsee-Pipelines,MISC,,,de,3
Bewertungseffekte,Bewertungseffekte,MISC,,,de,3
Tausende Jahre alte,Tausende Jahre alte,MISC,,,de,3
Gaspipelines,Gaspipelines,MISC,0.0,0.0,de,2
Skript,Skript,MISC,,,de,2
OBBOUBKV,OBBOUBKV,MISC,,,de,2
Landtagswahl in Niedersachsen,Landtagswahl in Niedersachsen,MISC,,,de,2
Karlsruhe,Karlsruhe,MISC,,,de,2
Corona-Pandemie,Corona-Pandemie,MISC,,,de,2
Ostsee-Gaspipelines +++ NATO:,Ostsee-Gaspipelines +++ NATO:,MISC,,,de,2
Weltcup,Weltcup,MISC,,,de,2
Finanznot bei Deutschlands,Finanznot bei Deutschlands,MISC,,,de,2
Kriegs,Kriegs,MISC,,,de,2
Aufruf,Aufruf,MISC,,,de,2
Revolution auf der Straße,Revolution auf der Straße,MISC,,,de,2
Erdgas-Soforthilfegesetz,Erdgas-Soforthilfegesetz,MISC,,,de,2
Eilige.,Eilige.,MISC,,,de,2
Demn…,Demn…,MISC,,,de,2
Energie-Experten,Energie-Experten,MISC,,,de-DE,2
BASF-Aktie,BASF-Aktie,MISC,,,de,2
Di…,Di…,MISC,,,de,2
Weihnachten: Heizen,Weihnachten: Heizen,MISC,,,de,2
Informatio…,Informatio…,MISC,,,de,2
kommende Jahr,kommende Jahr,MISC,,,de,2
Xbox Series S,Xbox Series S,MISC,,,de,2
Gas-Kartelle.,Gas-Kartelle.,MISC,,,de,2
neuen Jahr,neuen Jahr,MISC,,,de,2
X,X,MISC,,,de,2
Tief unter der weißen Oberfläche,Tief unter der weißen Oberfläche,MISC,,,de,2
Russen,Russen,MISC,-0.3333333333333333,0.0,de,2
Ökostrom-Projekte,Ökostrom-Projekte,MISC,,,de,2
griechische,griechische,MISC,,,de,2
hessischen,hessischen,MISC,,,de,2
Bitdefender Home Scanner,Bitdefender Home Scanner,MISC,,,de,2
türkischen,türkischen,MISC,,,de,2
spanischen,spanischen,MISC,,,de,2
Schuld,Schuld,MISC,,,de,2
Energiewirtschaftsgesetz.,Energiewirtschaftsgesetz.,MISC,,,de,2
"Bedarfs, der Rest","Bedarfs, der Rest",MISC,,,de,2
Meister,Meister,MISC,,,de,2
Trigema-Boss.,Trigema-Boss.,MISC,,,de,2
Nachkriegsjahren,Nachkriegsjahren,MISC,,,de,2
Die Temperaturen,Die Temperaturen,MISC,,,de,2
CO₂-Preis,CO₂-Preis,MISC,,,de,2
Ausgerechnet,Ausgerechnet,MISC,,,de,2
Ifo-Index,Ifo-Index,MISC,,,de,2
Wintershall-Dea-Chef,Wintershall-Dea-Chef,MISC,,,de,2
hannoversche,hannoversche,MISC,,,de,2
DEL-Klassiker,DEL-Klassiker,MISC,,,de,2
Fü…,Fü…,MISC,,,de,2
F…,F…,MISC,,,de,2
japanischen,japanischen,MISC,,,de,2
Winterreifen-fit.,Winterreifen-fit.,MISC,,,de,2
Leipziger,Leipziger,MISC,,,de,2
Gas-Kommission,Gas-Kommission,MISC,1.0,0.0,de,2
Schwedische,Schwedische,MISC,,,de,2
die Jahre gekommenes Heizungssystem.,die Jahre gekommenes Heizungssystem.,MISC,,,de,2
Videos,Videos,MISC,,,de,2
Wintersaison.,Wintersaison.,MISC,,,de,2
Großes Potenzial,Großes Potenzial,MISC,,,de,2
Angriff auf die Ukraine,Angriff auf die Ukraine,MISC,,,de,2
Terminkontrakt TTF,Terminkontrakt TTF,MISC,,,de,2
Diesen Winter,Diesen Winter,MISC,,,de,2
CDU-Wirtschaftspolitikerin,CDU-Wirtschaftspolitikerin,MISC,,,de,2
Online-Lehre,Online-Lehre,MISC,,,de,2
Aufruf der Regierung,Aufruf der Regierung,MISC,,,de,2
Auftrag der Bundesregierung,Auftrag der Bundesregierung,MISC,,,de,2
Gaspreis-Kommission,Gaspreis-Kommission,MISC,1.4,0.0,de,2
Weltcup-Auftakt,Weltcup-Auftakt,MISC,,,de,2
Erdgas,Erdgas,MISC,,,de,2
niedersächsischen,niedersächsischen,MISC,,,de,2
Horrorfilm-Bösewichte,Horrorfilm-Bösewichte,MISC,,,de,2
Twitter,Twitter,MISC,,,de,2
"WEB.DE News
</li><li>","WEB.DE News
</li><li>",MISC,,,de,2
norwegischen,norwegischen,MISC,,,de,2
katarischen,katarischen,MISC,,,de,2
Berliner Gasnetz,Berliner Gasnetz,MISC,,,de,2
Stromversorgung.,Stromversorgung.,MISC,,,de,2
Ukrainekriegs,Ukrainekriegs,MISC,,,de,2
Sind Frauen die besseren Menschen?,Sind Frauen die besseren Menschen?,MISC,,,de,2
Hause schön im Warmen,Hause schön im Warmen,MISC,,,de,2
Wetter,Wetter,MISC,,,de,2
Frieden,Frieden,MISC,,,de,2
preußische,preußische,MISC,,,de,2
Kriegsende,Kriegsende,MISC,,,de,2
Fußball-WM,Fußball-WM,MISC,,,de,2
Gasverbrauchs.,Gasverbrauchs.,MISC,,,de,2
russische Krieg,russische Krieg,MISC,,,de,2
britischen,britischen,MISC,,,de,2
Gaspreisdeckel light,Gaspreisdeckel light,MISC,,,de,2
Shell,Shell,MISC,,,de,2
Blackout in,Blackout in,MISC,,,de,2
PLUS-Inhalten,PLUS-Inhalten,MISC,,,de,2
Ostseepipeline Nord Stream 1,Ostseepipeline Nord Stream 1,MISC,,,de,2
Dampfer-Flotte,Dampfer-Flotte,MISC,,,de,2
E-Rezept-Pilotregion,E-Rezept-Pilotregion,MISC,,,de,2
Weltcupstation,Weltcupstation,MISC,,,de,2
Nord Stream 1,Nord Stream 1,MISC,0.0,0.0,de,2
EU-Kommission.,EU-Kommission.,MISC,,,de,2
Deutschland:,Deutschland:,MISC,,,de,2
Fußball-WM in Katar,Fußball-WM in Katar,MISC,,,de,2
kanadischen,kanadischen,MISC,,,de,2
Ostsee-Gaspipeline,Ostsee-Gaspipeline,MISC,,,de,2
"Achill, Hektor, Paris","Achill, Hektor, Paris",MISC,,,de,2
Energie-Insidern,Energie-Insidern,MISC,,,de,2
Liveticker: +++,Liveticker: +++,MISC,,,de,2
evangelischen,evangelischen,MISC,,,de,2
WELT.,WELT.,MISC,,,de,2
Weihnachten,Weihnachten,MISC,,,de,2
Winter-Fußball-WM im Emirat,Winter-Fußball-WM im Emirat,MISC,,,de,2
Gasnetzbetreiber Open Grid Europe,Gasnetzbetreiber Open Grid Europe,MISC,,,de,2
EU-Ministertreffen in Sicht,EU-Ministertreffen in Sicht,MISC,,,de,2
NHL.,NHL.,MISC,,,de,2
Russische,Russische,MISC,,,de,2
Thermostat,Thermostat,MISC,,,de,2
Widodo,Widodo,MISC,,,de,2
WM,WM,MISC,,,de,2
"Gas, Strom, Holz, Öl","Gas, Strom, Holz, Öl",MISC,,,de,2
Neue Daten,Neue Daten,MISC,,,de,2
Freude?,Freude?,MISC,,,de,2
Mi­nis­ter­prä­si­den­t,Mi­nis­ter­prä­si­den­t,MISC,,,de,2
Check,Check,MISC,,,de,2
Schengen-Raums um,Schengen-Raums um,MISC,,,de,2
Münchener,Münchener,MISC,,,de,2
mittelfränkischen,mittelfränkischen,MISC,,,de,2
Sonntagvormittag,Sonntagvormittag,MISC,,,de,2
Pizza,Pizza,MISC,,,de,2
israelische,israelische,MISC,,,de,2
"Internet, Strom und Wasser","Internet, Strom und Wasser",MISC,,,de,2
Wirt­schafts­ver­tre­te­r,Wirt­schafts­ver­tre­te­r,MISC,,,de,2
Wirtschaftsweise Grimm,Wirtschaftsweise Grimm,MISC,,,de,2
Vertrag über die Seegrenze,Vertrag über die Seegrenze,MISC,,,de,2
Gasnetz,Gasnetz,MISC,,,de,2
S…,S…,MISC,,,de,2
Krisen?,Krisen?,MISC,,,de,2
Auftrag des EU-Gipfels,Auftrag des EU-Gipfels,MISC,,,de,2
Vertrag mit Deutschland,Vertrag mit Deutschland,MISC,,,de,2
Krieg in der Ukraine.,Krieg in der Ukraine.,MISC,,,de,2
Kotatsu,Kotatsu,MISC,,,de,2
bayerische,bayerische,MISC,,,de,2
Weltklimakonferenz,Weltklimakonferenz,MISC,,,de,2
Millionen Heizölkunden,Millionen Heizölkunden,MISC,,,de,2
Biogas.,Biogas.,MISC,,,de,2
Neuschnee.,Neuschnee.,MISC,0.0,0.0,de,2
Dänische,Dänische,MISC,,,de,2
dänischer,dänischer,MISC,,,de,2
"Goldener Herbst, milder Winter: Was","Goldener Herbst, milder Winter: Was",MISC,,,de,2
Winter:,Winter:,MISC,,,de,2
Heizsaison.,Heizsaison.,MISC,,,de,2
Wandern im Herbst,Wandern im Herbst,MISC,,,de,2
Element5 Digital,Element5 Digital,MISC,,,de,1
Preis für Heizöl,Preis für Heizöl,MISC,,,de,1
Mittelstands-Unternehmen,Mittelstands-Unternehmen,MISC,,,de,1
Energie-Krise: Soll ich jetzt mein Haus,Energie-Krise: Soll ich jetzt mein Haus,MISC,,,de,1
WärmepumpeDie,WärmepumpeDie,MISC,,,de,1
Aktion,Aktion,MISC,,,de,1
IndustrieDem,IndustrieDem,MISC,,,de,1
österreichischer,österreichischer,MISC,,,de,1
Krisenprofiteure „abschöpfen“.,Krisenprofiteure „abschöpfen“.,MISC,,,de,1
CO₂-Abgabe,CO₂-Abgabe,MISC,,,de,1
Proteste auf Konferenz,Proteste auf Konferenz,MISC,,,de,1
Milder Herbst,Milder Herbst,MISC,,,de,1
Das Berliner Gasnetz,Das Berliner Gasnetz,MISC,,,de,1
Daggi,Daggi,MISC,,,de,1
Betriebslizenz,Betriebslizenz,MISC,,,de,1
Tages: Sind,Tages: Sind,MISC,,,de,1
Rheinisches,Rheinisches,MISC,,,de,1
UNO-Klimakonferenz in Scharm al-Scheich,UNO-Klimakonferenz in Scharm al-Scheich,MISC,,,de,1
Altem Neues,Altem Neues,MISC,,,de,1
Zweirad-Lichtkontrolle dur…,Zweirad-Lichtkontrolle dur…,MISC,,,de,1
COP27,COP27,MISC,-0.7,0.0,de,1
NGO Global 2000,NGO Global 2000,MISC,,,de,1
Ukraine.,Ukraine.,MISC,,,de,1
Baustelle für Gaspipeline,Baustelle für Gaspipeline,MISC,,,de,1
Gaskonflikt,Gaskonflikt,MISC,,,de,1
Schlechten.,Schlechten.,MISC,,,de,1
Steckdose.,Steckdose.,MISC,,,de,1
Alice,Alice,MISC,,,de,1
Gaspreisdeckel?,Gaspreisdeckel?,MISC,,,de,1
EU-Kommissionsvize,EU-Kommissionsvize,MISC,,,de,1
Fest,Fest,MISC,,,de,1
Wechselduschen und Abhärten,Wechselduschen und Abhärten,MISC,,,de,1
Gas-Sparen,Gas-Sparen,MISC,,,de,1
Skisprung-Weltcup,Skisprung-Weltcup,MISC,,,de,1
COP27: Kein gutes Klima.,COP27: Kein gutes Klima.,MISC,,,de,1
"Lesetipp
Lesetipps","Lesetipp
Lesetipps",MISC,,,de,1
Nachts,Nachts,MISC,,,de,1
Zur kalten Jahreszeit,Zur kalten Jahreszeit,MISC,,,de,1
Google,Google,MISC,,,de,1
Nadine to Roxel,Nadine to Roxel,MISC,,,de,1
"NTV Meißner
Heike Boes…","NTV Meißner
Heike Boes…",MISC,,,de,1
Europa.,Europa.,MISC,0.0,0.0,de,1
Ukraine-Krieg.,Ukraine-Krieg.,MISC,,,de,1
Herbstanfang,Herbstanfang,MISC,,,de,1
deutsch-italienischen,deutsch-italienischen,MISC,,,de,1
Krieg gegen die Ukraine,Krieg gegen die Ukraine,MISC,,,de,1
Alarm.,Alarm.,MISC,,,de,1
FO…,FO…,MISC,,,de,1
"DER SPIEGEL
</li><li>49-Euro-Ticket","DER SPIEGEL
</li><li>49-Euro-Ticket",MISC,,,de,1
Strom- und Gaspreisbremse:,Strom- und Gaspreisbremse:,MISC,,,de,1
Mi­nis­ter­prä­si­den­t*in­nen:,Mi­nis­ter­prä­si­den­t*in­nen:,MISC,,,de,1
"DER SPIEGEL
</li><li","DER SPIEGEL
</li><li",MISC,,,de,1
Mittwochabend aus i…,Mittwochabend aus i…,MISC,,,de,1
"Fitness
 5","Fitness
 5",MISC,,,de,1
Rückst…,Rückst…,MISC,,,de,1
Wetter in,Wetter in,MISC,,,de,1
NACHRICHTEN.,NACHRICHTEN.,MISC,,,de,1
Kl…,Kl…,MISC,,,de,1
"NACHRICHTEN
</li><li>","NACHRICHTEN
</li><li>",MISC,,,de,1
Entlastungsmaßnahme  t-online,Entlastungsmaßnahme  t-online,MISC,,,de,1
Wetter: Es,Wetter: Es,MISC,,,de,1
"Ukraine,","Ukraine,",MISC,,,de,1
Goldene Oktober,Goldene Oktober,MISC,,,de,1
Der Goldene Oktober,Der Goldene Oktober,MISC,,,de,1
Neues Landesprogramm,Neues Landesprogramm,MISC,,,de,1
werden?</li><li>,werden?</li><li>,MISC,,,de,1
Weltklimakonferenz COP27,Weltklimakonferenz COP27,MISC,,,de,1
Nov…,Nov…,MISC,,,de,1
Bild,Bild,MISC,,,de,1
Energiespar-Trick:,Energiespar-Trick:,MISC,,,de,1
Mehr im Liveticker.,Mehr im Liveticker.,MISC,,,de,1
türkische,türkische,MISC,,,de,1
TRT Haber,TRT Haber,MISC,,,de,1
Dö…,Dö…,MISC,,,de,1
Gas-Notlage,Gas-Notlage,MISC,,,de,1
Gaspreis-Explosion.,Gaspreis-Explosion.,MISC,,,de,1
Pleitewelle,Pleitewelle,MISC,,,de,1
Im Jahr 2022,Im Jahr 2022,MISC,,,de,1
"Tote bei Stadienbauten, Frauenunterdrückung, jetzt Verunglimpfung","Tote bei Stadienbauten, Frauenunterdrückung, jetzt Verunglimpfung",MISC,,,de,1
Seien,Seien,MISC,,,de,1
BILD-Heiz-Knigge.,BILD-Heiz-Knigge.,MISC,,,de,1
Schr…,Schr…,MISC,,,de,1
Russischer,Russischer,MISC,,,de,1
Klimakonferenz COP27,Klimakonferenz COP27,MISC,,,de,1
Wiener,Wiener,MISC,,,de,1
Die Kosten fürs Heizen,Die Kosten fürs Heizen,MISC,,,de,1
Smarte Heizkörperthermostat…,Smarte Heizkörperthermostat…,MISC,,,de,1
Wende,Wende,MISC,,,de,1
Gasver…,Gasver…,MISC,,,de,1
Pr…,Pr…,MISC,,,de,1
Neues Preissystem.,Neues Preissystem.,MISC,,,de,1
Bundesländer im Vergleich: Wo Gas,Bundesländer im Vergleich: Wo Gas,MISC,,,de,1
Energiepreis-Wahnsinn.,Energiepreis-Wahnsinn.,MISC,,,de,1
Zürcher,Zürcher,MISC,,,de,1
Offensive.,Offensive.,MISC,,,de,1
Juli Maßnahm…,Juli Maßnahm…,MISC,,,de,1
Echte Kostenfalle:,Echte Kostenfalle:,MISC,,,de,1
Schnäppchenpreis.,Schnäppchenpreis.,MISC,,,de,1
ersten Winter,ersten Winter,MISC,,,de,1
Energieversorgung: Warten,Energieversorgung: Warten,MISC,,,de,1
LNG-Schiffe auf See,LNG-Schiffe auf See,MISC,,,de,1
WärmepumpenPhotovoltaikanlage,WärmepumpenPhotovoltaikanlage,MISC,,,de,1
"DeutschlandFoto: Dirk Sukow,","DeutschlandFoto: Dirk Sukow,",MISC,,,de,1
HSV-Profis.,HSV-Profis.,MISC,,,de,1
Greece,Greece,MISC,,,de,1
Antarktis.,Antarktis.,MISC,,,de,1
Klima-Versprechen,Klima-Versprechen,MISC,,,de,1
Deutschla…,Deutschla…,MISC,,,de,1
Die wichtigsten Fragen,Die wichtigsten Fragen,MISC,,,de,1
Heiz-Alternative.,Heiz-Alternative.,MISC,,,de,1
So heizt Deutschland.,So heizt Deutschland.,MISC,,,de,1
No German will freeze,No German will freeze,MISC,,,de,1
Qsfjttufjhfsvohfo bo efo xfmuxfjufo,Qsfjttufjhfsvohfo bo efo xfmuxfjufo,MISC,,,de,1
Monat De…,Monat De…,MISC,,,de,1
Gasausstieg,Gasausstieg,MISC,,,de,1
Zweiten Weltkrieg“,Zweiten Weltkrieg“,MISC,,,de,1
Hokkaido,Hokkaido,MISC,,,de,1
Japans Hauptins…,Japans Hauptins…,MISC,,,de,1
News des,News des,MISC,,,de,1
Tages:,Tages:,MISC,,,de,1
Katar.,Katar.,MISC,,,de,1
Notstand in der Ukraine.,Notstand in der Ukraine.,MISC,,,de,1
"Schengen-Raums um Kroatien, leh…","Schengen-Raums um Kroatien, leh…",MISC,,,de,1
Liveticker: +++ 10:47,Liveticker: +++ 10:47,MISC,,,de,1
Streit um EU-Gaspreisdeckel:,Streit um EU-Gaspreisdeckel:,MISC,,,de,1
… ...,… ...,MISC,,,de,1
Energiekrise: Streit um EU-Gaspreisdeckel,Energiekrise: Streit um EU-Gaspreisdeckel,MISC,,,de,1
katholische,katholische,MISC,,,de,1
A…,A…,MISC,,,de,1
Handelsblatt,Handelsblatt,MISC,,,de,1
Don…,Don…,MISC,,,de,1
"When browsing with ads:
We collect personal data and also transmit it to third-party providers
 that help us improve and finance our digital content.","When browsing with ads:
We collect personal data and also transmit it to third-party providers
 that help us improve and finance our digital content.",MISC,,,de,1
ATX d…,ATX d…,MISC,,,de,1
"Vormonat,…","Vormonat,…",MISC,,,de,1
Infektionsschutzgesetzes,Infektionsschutzgesetzes,MISC,,,de,1
Russlands Invasion,Russlands Invasion,MISC,,,de,1
Zweitem Weltkrieg“,Zweitem Weltkrieg“,MISC,,,de,1
OWL,OWL,MISC,,,de,1
Podcast.,Podcast.,MISC,,,de,1
Mona…,Mona…,MISC,,,de,1
Minimalschuhe an kalten Tagen?,Minimalschuhe an kalten Tagen?,MISC,,,de,1
"Energie.gv.at, auf der die Daten","Energie.gv.at, auf der die Daten",MISC,,,de,1
Tag am Schreibtisch,Tag am Schreibtisch,MISC,,,de,1
Weihnachtsmarkt-Outfit,Weihnachtsmarkt-Outfit,MISC,,,de,1
Das perfekte Weihnachtsmarkt-Outfit.,Das perfekte Weihnachtsmarkt-Outfit.,MISC,,,de,1
Vergangene Woche,Vergangene Woche,MISC,,,de,1
Schlachtfeld eines Wertekonflikts,Schlachtfeld eines Wertekonflikts,MISC,,,de,1
Die Woche,Die Woche,MISC,,,de,1
Dein Browser,Dein Browser,MISC,,,de,1
Evolutionär,Evolutionär,MISC,,,de,1
Thess…,Thess…,MISC,,,de,1
Verteidigungspläne.,Verteidigungspläne.,MISC,,,de,1
Zweiten Weltkrieg,Zweiten Weltkrieg,MISC,,,de,1
"Ein Drittel der Unfälle, bei denen Menschen im Straßenverkehr","Ein Drittel der Unfälle, bei denen Menschen im Straßenverkehr",MISC,,,de,1
Die abendliche Gassirunde,Die abendliche Gassirunde,MISC,,,de,1
Poli…,Poli…,MISC,,,de,1
Ukraine-Krieg +++,Ukraine-Krieg +++,MISC,,,de,1
Schneeschippen vor zerstörte…,Schneeschippen vor zerstörte…,MISC,,,de,1
Kartoffel-Käse-Püree,Kartoffel-Käse-Püree,MISC,,,de,1
Corona-Situation,Corona-Situation,MISC,,,de,1
Gütsel.,Gütsel.,MISC,,,de,1
PG),PG),MISC,,,de,1
YouTube-Szene,YouTube-Szene,MISC,,,de,1
Frankfurter,Frankfurter,MISC,,,de,1
Arbeitsplatzschutzgesetz.,Arbeitsplatzschutzgesetz.,MISC,,,de,1
"digital pioneers
</li><li>","digital pioneers
</li><li>",MISC,,,de,1
Zehntausende Jahre altes Virus,Zehntausende Jahre altes Virus,MISC,,,de,1
"Eis  futurezone.at
…","Eis  futurezone.at
…",MISC,,,de,1
Roadtrip der Extreme:,Roadtrip der Extreme:,MISC,,,de,1
Holzvorräte,Holzvorräte,MISC,,,de,1
Rekordweltmeister,Rekordweltmeister,MISC,,,de,1
Weltcuperfolg,Weltcuperfolg,MISC,,,de,1
Z…,Z…,MISC,,,de,1
Alles nur Vorurteile?,Alles nur Vorurteile?,MISC,,,de,1
Liveticker: +++ 06:59 Steigendes,Liveticker: +++ 06:59 Steigendes,MISC,,,de,1
dänischen,dänischen,MISC,,,de,1
Malakal,Malakal,MISC,,,de,1
"Viren, Zoonosen von Tieren","Viren, Zoonosen von Tieren",MISC,,,de,1
DfB-Elf,DfB-Elf,MISC,,,de,1
hyper-klimatisierten,hyper-klimatisierten,MISC,,,de,1
Wetterlage im Ticker - Frost und Schnee,Wetterlage im Ticker - Frost und Schnee,MISC,,,de,1
Wettervorhersage: Nächste Woche,Wettervorhersage: Nächste Woche,MISC,,,de,1
ZDFheute.,ZDFheute.,MISC,,,de,1
Elektroauto.,Elektroauto.,MISC,,,de,1
Mars: Winter lässt Polkappen,Mars: Winter lässt Polkappen,MISC,,,de,1
Smart Home: Boom,Smart Home: Boom,MISC,,,de,1
Strompreisrally.,Strompreisrally.,MISC,,,de,1
Tado,Tado,MISC,,,de,1
Chaosumlage 2,Chaosumlage 2,MISC,,,de,1
We…,We…,MISC,,,de,1
Dithmarschen,Dithmarschen,MISC,,,de,1
Unsere Haut,Unsere Haut,MISC,,,de,1
Die Liebe zu Dating-Apps,Die Liebe zu Dating-Apps,MISC,,,de,1
data.ai.,data.ai.,MISC,,,de,1
Kein Gratis-Heizen!,Kein Gratis-Heizen!,MISC,,,de,1
FOCUS onli…,FOCUS onli…,MISC,,,de,1
"Kriegs: ""Unmöglich, so zu","Kriegs: ""Unmöglich, so zu",MISC,,,de,1
UellelplanuapOlu…,UellelplanuapOlu…,MISC,,,de,1
"Print-Magazin
werbefrei &amp;","Print-Magazin
werbefrei &amp;",MISC,,,de,1
Angriffe auf Stromnetz:,Angriffe auf Stromnetz:,MISC,,,de,1
