domain,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
www.zdnet.de,0.36250000000000004,0.26516504294495535,0.0625,0.08838834764831845,2.0
kaernten.orf.at,0.0016666666666666635,0.238059282999471,0.25,0.3535533905932738,2.0
noe.orf.at,0.09999999999999999,0.0,0.0,0.0,2.0
rp-online.de,0.11666666666666665,0.1649915822768611,0.0,0.0,2.0
salzburg.orf.at,0.25625,0.4861359120657514,0.0,0.0,2.0
www.computerbild.de,-0.09583333333333333,0.2651650429449553,0.0,0.0,2.0
weather.com,-0.2375,0.08838834764831845,0.1875,0.2651650429449553,2.0
www.infranken.de,-0.09333333333333331,0.461976430375211,0.3222222222222222,0.1728483242900449,2.0
www.msn.com,0.0,0.0,0.0,0.0,2.0
www.golem.de,-0.07142857142857142,0.03030457633656633,0.0,0.0,2.0
winfuture.de,0.20999999999999996,0.2969848480983499,0.2,0.28284271247461906,2.0
www.br.de,0.30666666666666664,0.03771236166328254,0.0,0.0,2.0
wien.orf.at,0.0,1.0,0.0,1.0,1.0
www.spektrum.de,0.0,1.0,0.0,1.0,1.0
www.computerbase.de,0.0,1.0,0.0,1.0,1.0
www.wmn.de,0.0,1.0,0.0,1.0,1.0
detektor.fm,0.0,1.0,0.0,1.0,1.0
fm4.orf.at,0.0,1.0,0.0,1.0,1.0
www.voltairenet.org,0.0,1.0,0.0,1.0,1.0
www.vital.de,0.0,1.0,0.0,1.0,1.0
hallespektrum.de,0.0,1.0,0.0,1.0,1.0
www.businessinsider.de,0.0,1.0,0.0,1.0,1.0
oesterreich.orf.at,0.0,1.0,0.0,1.0,1.0
www.basicthinking.de,0.0,1.0,0.0,1.0,1.0
praxistipps.chip.de,0.0,1.0,0.0,1.0,1.0
www.saechsische.de,0.0,1.0,0.0,1.0,1.0
www.iphone-ticker.de,0.0,1.0,0.0,1.0,1.0
www.rtl.de,0.0,1.0,0.0,1.0,1.0
www.rbb24.de,0.0,1.0,0.0,1.0,1.0
www.prnewswire.com,0.0,1.0,0.0,1.0,1.0
www.fr.de,0.0,1.0,0.0,1.0,1.0
www.abendblatt.de,0.0,1.0,0.0,1.0,1.0
www.gofeminin.de,0.0,1.0,0.0,1.0,1.0
sport.orf.at,0.0,1.0,0.0,1.0,1.0
www.kreiszeitung.de,0.0,1.0,0.0,1.0,1.0
www.kraftfuttermischwerk.de,0.0,1.0,0.0,1.0,1.0
www.kicker.de,0.0,1.0,0.0,1.0,1.0
www.guetsel.de,0.0,1.0,0.0,1.0,1.0
www.derstandard.at,0.0,1.0,0.0,1.0,1.0
